Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=5cb0d9b0ce574380,게임개발자 경력직 (3개 분야),린텍 성남 중원구,"연봉 30,000,000원 - 70,000,000원","및 쿼리 최적화 react.js , vue.js 등 FE 라이브러리 능숙자 성능 문제 진단 및 해결 경험자 Docker 를 이용한 빌드, 배포 , 유지보수 AWS 환경에서 시스템 운영 경험 React + Typescript..."
https://kr.indeed.com/viewjob?jk=cac18e6bcbee5a21,Front end 개발자,브릭 성남 분당구,"연봉 28,000,000원",현재 사용하고 있는 기술 Javascript React Vue 4. 필요 역량 Javascript 5. 우대 사항 React.js 개발 경험이 풍부하신 분 React.js 라이브러리를 능숙하게 다룰 수 있으신 분 UI...
https://kr.indeed.com/viewjob?jk=94b2b295d98f46c2,Web Engineer,Terra 서울,,"용성이 높은 UI 컴포넌트들을 설계하고 구현 우대사항 TypeScript, JavaScript ES6+, React CSS3, SCSS, Media Query 함수형 프로그래밍 및 유닛 테스트에 익숙함 다른 사람들이 알아보..."
https://kr.indeed.com/viewjob?jk=f885c6cfe77857e4,[해외취업] 뉴저지주 헤어가발 홀세일 업체 영업관리 직원,아이씨엔그룹 대한민국,"연봉 29,000,000원 - 30,000,000원",regular communication with other department to identify and effectively react to risks and opportunities 6. Manage daily...
https://kr.indeed.com/viewjob?jk=7e0e165129610899,Frontend 개발자(과장~차장급),TV홈쇼핑 성남 판교역,,"이상 - 학력 : 무관 - 직급 : 과장~차장급 - HTML, CSS, Javascript (ES6) - React 또는 Vue 개발 경험 - 퍼블리싱에 대한 이해도 보유 - 근무지 : 판교 본사 [ 우대사항 ] - AWS..."
https://kr.indeed.com/viewjob?jk=9a3bedbc780517cc,(주) 코렌스 광교연구소 UX/프론트엔드/백엔드/DevOps,코렌스 수원 영통구,,"웹 프론트엔드 개발 - 일렉트론 데스크탑 앱 개발 자격요건 - 경력 4년 이상 - Vue 프레임워크 (또는 React, Angular) - Vuex 상태관리 (또는 Redux) - SASS/SCSS 개발..."
https://kr.indeed.com/viewjob?jk=2cca42ee0951d4be,"Principal, Business Analysis (Coupang Ea...",Coupang 3.1 서울,,"starter who takes ownership and has the ability to think and react quickly in a high-energy, fast-paced environment * Strong..."
https://kr.indeed.com/viewjob?jk=87a9ef47821e26fd,웹 프론트엔드 개발 경력자,수성엔지니어링 서울 송파구,"연봉 35,000,000원 - 55,000,000원",Application 개발 경험( React) (주)수성엔지니어링 웹 프론트... 대한 지식 - Single Page Application 개발 경험( React) 0 명 근무조건 고용형태: 정규직(수습기간3개월) 근무부서: 전산...
https://kr.indeed.com/viewjob?jk=bebeb6cf24f6b665,"[티스토리,브런치/FE플랫폼팀] Front-End 경력 개발자",카카오 4.2 성남 판교역,,"React 개발 경험이 있고 이해가 높으신 분 Front-End 개발 경력 4년 차 이상 우대사항 티스토리(블로그), 브런치 서비스에 대한 이해가 높으신 분 다른 개발자 및 타 직군과의 협업 경험이 많으신 분 React..."
https://kr.indeed.com/viewjob?jk=52df78624edfc061,[사장님플랫폼부문] 프랜차이즈시스템 프론트엔드 개발자,우아한 형제들 서울 송파구,,"3년 이상의 웹 프론트엔드 개발 경험이 있으신 분 - HTML(5), CSS, Javascript(ES6), React를 정확히 이해하시는 분 - HTTP 또는 RESTful API 클라이언트 개발 경험이 있으신 분..."
https://kr.indeed.com/viewjob?jk=d051dfeff227475d,"[톡서랍,신규프로젝트/FE플랫폼팀] Front-End 경력 개발자",카카오 4.2 성남 판교역,,"개발 경력 4년 차 이상 JavaScript에 대한 개발 역량과 HTML/CSS에 대한 이해가 높으신 분 React, Vue 개발 경험이 있고 이해가 높으신 분 ※ 카카오 기술 직군의 경우, 개발 경력 2년 미만일시 추가..."
https://kr.indeed.com/viewjob?jk=c663e60e53d11e2b,스포카(도도포인트)프로그래머/PM/기획 채용,스포카 서울 역삼동,,"Typescript,javascript를 능숙하게 쓸수 있는 분 - React, Vue.js 등의 프레임워크를 다룰 수 있는분 - 다른 사람이 쓸... 표준적으로 Typescript, React 및 Redux 사용 -사내 도구..."
https://kr.indeed.com/viewjob?jk=969805c376f1cf75,[배민서비스실] 마케팅 시스템 개발자,우아한 형제들 서울 송파구,,"기본 지식 보유 - Javascript MV* 기반 웹/앱 개발 및 운영 경험 (Vue.js, Angular, React, Backone 등) [우대사항] - 마케팅/프로모션, AD시스템 개발 및 운영 경험이 있으신 분..."
https://kr.indeed.com/viewjob?jk=b1ba89168a019ca7,React Native 개발자,교육용 모바일앱 개발 및 서비스 서울,,에듀스토어 부분 유지보수 및 지속적인 개선 -자사 앱내 에듀스토어 부분 신규 기능 개발 [자격요건] - React Native 개발 경험 2년 이상 -Git 사용에 능숙한 분 -UI/UX에 대해 높은 가치를 두고 있는 분...
https://kr.indeed.com/viewjob?jk=11e15d6aba370dfa,웹개발자(1년계약직),휴맥스 계열 IT솔루션 기업 성남 분당구,,"[담당업무] - React 개발(자사 사업 관련 개발업무 수행) [자격요건] -총경력 2~10년 -초대졸 이상 컴퓨터관련 전공자 [필수요건] -view( React, React-Router, Material-UI) -State..."
https://kr.indeed.com/viewjob?jk=dcfb9f47c0153396,[사장님플랫폼부문] 메뉴시스템 프론트엔드 개발자,우아한 형제들 서울 송파구,,"이상의 웹 프론트엔드 개발 경험이 있으신 분 - HTML(5), CSS, Javascript( 최소 ES5), React 기본 지식 보유하신 분 - Javascript MV* Framework 기반 웹앱 개발 및 운영 경험이..."
https://kr.indeed.com/viewjob?jk=5878f152bb07226a,웹 개발자,엠플랜잇 서울 강남구,"연봉 30,000,000원","Apache / Nginx / Tomcat) HTML5 및 HTML5 및 jQuery, Angular JS, React 와 같은 javascript framework 활용 능력자 단위 테스트, UI테스트 자동화 및 배포 자동..."
https://kr.indeed.com/viewjob?jk=dd53033e00a26897,Software Engineer - Front-end Web,SendBird 서울,,"Up-to-date... latest technologies including ES6, TypeScript, React * Attention to detail and making sure every pixel..."
https://kr.indeed.com/viewjob?jk=808352f754398ed9,"[티스토리] Server, Frontend 경력 개발자",카카오 4.2 성남 판교역,,"마음으로 티스토리를 함께 만들어가실 분 우대사항 (한 가지라도 있으면 우대) Frontend 기술( React, Vue.js 등) 이 능숙하신 분 고성능, 대용량 시스템 개발 및 운영 경험 데이터처리 프레임웍(Hadoop..."
https://kr.indeed.com/viewjob?jk=315c65b8337d3e7a,React Native Developer,"Miso, inc 서울",,"경력 3년 이상 * React Native, React, Redux 등의... Android: React Native, Native Android (Kotlin) * iOS: React Native, Objective-C..."
https://kr.indeed.com/viewjob?jk=ecd6fb1a0fe8a06b,Solutions Engineer Manager (APAC),SendBird 서울,,"one web or mobile platforms... iOS, Android, React Native, React, or Angular. * You can debug and troubleshoot complex..."
https://kr.indeed.com/viewjob?jk=f7616fbbc57eb449,시니어 프론드엔드 개발자,금융관련 종합정보 서비스 서울 구로구,,"4녀제 대졸 이상 ?Javascript 상급 사용자 ?Vue.js , react.js , extjs 등 웹 애플리케이션 개발 경험자 ?5년 이상 경력... Cordova, Ionic, React Native, Flutter등)을..."
https://kr.indeed.com/viewjob?jk=e38f22d6852a857a,Sales Engineer (APAC),SendBird 서울,,"development platforms including JavaScript, iOS, Android, React Native, Unity * Strong understanding of security basics..."
https://kr.indeed.com/viewjob?jk=a2fd58edf17cc880,업무시스템 개발자,우아한 형제들 서울 송파구,,"분 - JPA, Hibernate 등 ORM사용과 도메인 모델링 경험이 있으신 분 - SPA 기반(Vue, React) 서비스 개발 경험이 있으신 분 - 빌드/테스트/배포 자동화 경험이 있으신 분 - AWS를 활용한 개발..."
https://kr.indeed.com/viewjob?jk=cf9e98a2da702409,카카오 재무시스템 개발자,카카오 4.2 성남 판교역,,"있으신 분 MSA(마이크로시스템아키텍처) 관련 기술 보유 및 경험이 있으신 분 front-end 프레임웍 react, vue, angular 등 기술 보유 및 경험이 있으신 분 ※ 카카오 기술 직군의 경우, 개발 경력 2년..."
https://kr.indeed.com/viewjob?jk=8539d096f25381e1,업계 상위 연봉 개발직군(iOS/Android/Frontend/Backe...,에스브이 서울 강남구,,"개발 - React.js, Redux, Vue.js 등을 이용한 웹 개발 [우대사항] - 형상관리 (Git, SVN) 사용자 - Canvas, SVG를 이용한 개발 경험 - Angular JS, React framework..."
https://kr.indeed.com/viewjob?jk=e4a8d8095243c5bb,웹개발자 모집,원오토메이션 창원 의창구,,"javascript 퍼블리싱 3. Javascript (예. D3, 차트, 그래프, 다이어그램 등) 4. React 기반 웹 프론트 개발 5. node.js 개발 6. Database SQL 개발 접수마감일 채용시까지 고용..."
https://kr.indeed.com/viewjob?jk=087e32c35980d513,[React Native]리엑트 네이티브 앱 프런트 개발자,해커스 서울 강남구,,"1. 프런트 개발경력 5년이상 혹은 그에 준하는 실력을 갖추신 분 2. React, javascritp(ES6) 기반 SPA 앱개발 및 운영 경험이 있으신분 3. Redux, Mobx 상태관리 라이브러리 적용 노하우가 있으신..."
https://kr.indeed.com/viewjob?jk=cc0e52b317186e78,DX혁신부문 Tech Lab Senior Mobile Developer...,이투스교육 서울 강남구,,"Git, SVN 관리 경험 - 상용 모바일 운영 경험 - 하이브리드 앱 개발 및 프레임워크 경험 등 ( React Native, lonic) - 다양한 사용 경험 Open API 사용 경험 0명 (정규직) 서울..."
https://kr.indeed.com/viewjob?jk=decec2d630da2a63,링크샵스 웹 프론트(Frontend) 개발 및 유지보수 담당,링크샵스 서울 중구,,"또는 그에 준하는 역량 • HTML, CSS, JavaScript 최신 스펙에 대한 이해 • Vue 또는 React 를 활용한 개발경험 [우대사항] • 버전관리 시스템 사용경험(GIT) • HTML, CSS 마크업 작업이..."
https://kr.indeed.com/viewjob?jk=79f81991286742f5,[배민서비스실] 결제서비스 프론트엔드 개발자,우아한 형제들 서울 송파구,,"웹 프론트엔드 개발 경험이 있으신 분 - HTML(5), CSS, Javascript( 최소 ES5), React 기본 지식을 보유한 분 - AWS, Git & Github, HTTP, RESTful API 클라이언트 개발..."
https://kr.indeed.com/viewjob?jk=26d97d1036bb1636,Junior Front-End Developer,Asiance 서울,,"CSS, jQuery and Vue, React, WordPress for some cases. • HTML5, CSS3, jQuery 등을 주로 사용하며 경우에 따라 Vue, React 혹은 WordPress등의 CMS도..."
https://kr.indeed.com/viewjob?jk=72feedd76c4d8bd6,[개발팀] E-Commerce Platform 개발자,심플렉스 서울 동작구,,"대한 이해 - DVCS(Git, Mercurial 등)에 대한 이해 우대요건 - Node.js / React / MongoDB 개발 경험 - Cloud 기반 웹서비스 개발 경험 - E-Commerce 개발 경험 - 영어..."
https://kr.indeed.com/viewjob?jk=713beebeb211b429,WIFI Application Engineer,聯發科技 경기도 성남,,achieve great success from design to production. - React to customer needs highly-coupled with superior problem solving...
https://kr.indeed.com/viewjob?jk=7261cff1bd8d1fde,"Business Development Director, North Asi...",L-3 Communications 대한민국,,"platforms, enabling our customers to see farther and react quicker. Responsibilities Responsible for capturing customer..."
https://kr.indeed.com/viewjob?jk=f3a14b3f8d9e3e12,네이버 쇼핑검색플랫폼 개발자,네이버 대한민국,,"수시 모집합니다. * 쇼핑 검색 프론트/백엔드 * - NodeJS/ React로 서비스 구현 - Spring등의 프레임워크 기반 서비스 구현 * 검색... batch/cloud, Kotlin, React, Vue, Node.JS..."
https://kr.indeed.com/viewjob?jk=5d0af321fe085616,네이버 O2O서비스 개발자,네이버 대한민국,,"일본 맛집 서비스 필요 역량 - 아래 기술 중 1가지 이상을 능숙하게 다루실 수 있는 분 [ java, react, react native, node.js, mongodb, elasticsearch, mysql, kafka..."
https://kr.indeed.com/viewjob?jk=93bd1277df6e3110,GUCCI Department Manager,Groupe Kering 경기도 수원,,"analyze selling reports, identify business trends, and react quickly... needs... business. •Proven ability to drive..."
https://kr.indeed.com/viewjob?jk=a2a58dc6daa27016,네이버 일본 맛집 서비스 CONOMI React Native 개발자,네이버 대한민국,,"있습니다. [ 역 할 ] - React Native 기반 Frontend... 설계 [ 필요 역량 ] - JavaScript / React 기본 개발 역량을 갖추신 분 - React, Node.js, Express or Koa..."
https://kr.indeed.com/viewjob?jk=f74538fee2a1260c,네이버 CONOMI (일본맛집) App 개발자,네이버 대한민국,,등의 사용자 참여 서비스 개발 - React Native 와 연동되는 다양... 2 년 이상 - 클린 코드 등의 개발 역량 향상에 참여한 경험 - React Native 를 사용한 경험 [채용하고 싶은 사람] - 내가 만들고...
https://kr.indeed.com/viewjob?jk=9c63fea8a3b83a00,개발 총괄 PM,비플러스랩 대한민국,,"javascript, jQuery 기반 웹 어플리케이션 개발 경험 - React, angular, electron 등 최신 프레임워크 경험 - AWS... 및 운영 경험 (Angular, React, Backbone 등) (우대..."
https://kr.indeed.com/viewjob?jk=55a19c92c845685e,Developer / Designer recruit,마이뮤직테이스트 서울 논현동,,"Experience using a frontend framework (ie Backbone, React, AngularJS) - Experience with dependency management (ie..."
https://kr.indeed.com/viewjob?jk=10481ef95f10d2e0,네이버 여행 검색 서비스 개발자,네이버 대한민국,,"운영 · Git 을 활용한 개발 경험이 많은 분 · JavaScript / TypeScript , React, GraphQL , Node.js , MongoDB , NginX 기반의 웹 서비스 개발 우대사항 - 오픈소스..."
https://kr.indeed.com/viewjob?jk=9b686bf45b28b6ea,[경력] SW개발자 - 정규직,애드인텔리전스 서울 광진구,,에 대한 강한 숙련도 * React.js와 핵심원리에 대한 확실한 이해 * Redux와 같은 널리 사용되는 React.js 워크 플로우에 대한 경험... Redux와 같은 널리 사용되는 React.js 워크 플로우에 대한 경험...
https://kr.indeed.com/viewjob?jk=dec284b191478a95,Senior HR Analyst,Coupang 3.1 서울,,"starter who takes ownership and has the ability to think and react quickly in a high-energy, fast-paced environment * Strong..."
https://kr.indeed.com/viewjob?jk=770ef57197572958,[Search & Clova] 검색 엔진 S/W 엔지니어 경력사원,네이버 대한민국,,"자격요건] · 프론트 개발 스킬이나 서버 개발 스킬 중 하나 요구 프론트 개발 - Vue.js 혹은 React 등 Javascript FE 프레임워크 사용 개발 경험 - Django 혹은 Spring Boot, Node.js..."
https://kr.indeed.com/viewjob?jk=549c59fdf5664ee5,통신서비스 웹플랫폼 개발자 채용 (2명) 국내최대 모바일 플랫폼 대기업...,국내최대 모바일 플랫폼 대기업 계열사 서울특별시,,"케스트레이션 시스템 경험 (AWS ECS, k8s 등) - Frontend 경험자 (Web Front - React, Angular.js / App Front - iOS, Android) 5. 기타사항 1) 고용형태: 정규..."
https://kr.indeed.com/viewjob?jk=213a490750f01dad,[비즈정보플랫폼] 글로벌 광고 서비스 웹/백엔드 개발자,네이버 대한민국,,개발 경험이 있으신 분 - 오픈소스 활용에 대한 경험이 풍부하신 분 (일부역할 해당) - Angular / React / Vue 등 SPA 개발 경험이 있으신 분 - 대용량 트래픽 / 데이터 처리 경험이 많으신 분 전형절차...
https://kr.indeed.com/viewjob?jk=3d22324075432e97,Field Service Engineer,Veeco 경기도,,other reports as required in a timely and efficient manner. React to change productively and perform other duties as assigned...
https://kr.indeed.com/viewjob?jk=106abbac17334486,[온라인공채] ESTsecurity 웹프론트 개발 (경력),이스트시큐리티 서울 서초구,,"계신분 - HTML5, CSS, Javascript(최소 ES5)에 대한 이해와 역량이 있으신 분 - React, Vue, Angular 등 최신 Framework 중 하나 이상을 서비스에 적용해보신 분 우대사항 - 최신 웹..."
https://kr.indeed.com/viewjob?jk=59c9ee6a635c251a,React Native Developer,아우름플래닛 서울 마포구,,자격요건] • React Native 개발에 능숙한 분 • REST API를 이용한 클라이언트 개발 경험이 있는 분 • React Native 개발... 개발해 본 경험이 있는 분 • React로 웹 Front-end를 실무...
https://kr.indeed.com/viewjob?jk=cb66744ec9897c32,[개발]상담시스템 프론트엔드 개발자(정규직),위메프 2.3 대한민국,,"및 연동 - Vue.js를 이용한 신규 서비스 개발 [자격사항] - 관련 경력 3년 이상 보유자 - Vue.js, React, AngularJS, JQuery 등으로 Front End 개발경험 필수 - 웹 Front 개발..."
https://kr.indeed.com/viewjob?jk=f9ef2605d7a04e5b,1boon 서비스 웹 개발자 (백엔드 및 프론트엔드),카카오 4.2 제주도,,"개발 경험이 있으신 분 HTML, CSS의 이해 ES2015+의 이해 React 프레임워크 환경 경험자 [우대자격] 대용량 트래픽 서비스 개발 및... 프론트엔드의 경우 ES6, React, Webpack 으로 Single..."
https://kr.indeed.com/viewjob?jk=9521fbf0adbf1536,웹디자이너/프런트개발자분 (이커머스 스타트업),더블아이즈 서울 용산구,,"현된 마크업 코드를 참조하여, React.js 라우터에 따른 일관되고 효율... 서비스 확장을 위한 웹서비스 UI/UX 설계 등 #우대사항 - React/Vue 환경의 퍼블리싱 경험이 있으신 분 - 무엇이든 물어보기를..."
https://kr.indeed.com/viewjob?jk=55dd3a1ce1248639,System Administrator 2-IT (Datacenter En...,Oracle 3.8 서울,,"performance trend analysis and manage the server/network capacity. React to potential problems using automation, scheduling..."
https://kr.indeed.com/viewjob?jk=74fb8dc6374ee4bd,프론트엔드 개발자,Nexon 성남 분당구,,"브라우징 환경에 대응 경험 - 모던 웹 환경 기반에 대한 이해와 트렌드에 따른 기술 검토에 대한 경험 - React, Vue, Angular와 같은 프레임워크 사용 경험 - http API data 통신 기반의 프로젝트..."
https://kr.indeed.com/viewjob?jk=1b0be42764835ab3,Senior Consultant / Applications Enginee...,Process Systems Enterprise Limited 대전,,team member. = Ability to prioritise scheduled tasks and react to unexpected problems. = Willing to travel away from...
https://kr.indeed.com/viewjob?jk=91ab00fc0a404871,[정규직] SK Hi-Tech AI Engineering 인력공모,SK 씨앤씨 4.0 대한민국,,"험자 우대 - 분석플랫폼 운영 또는 개발 경험 역량/스킬 - 자바, spring 백엔드 개발, React 등 프론트엔드 개발 - Docker/Kubernetes/Mesos/Cloud Foundry - ElasticSearch..."
https://kr.indeed.com/viewjob?jk=8e0517abb1bedeb7,금융 AI 서비스 개발 인공지능(AI) 연구개발 전문기업 new,인공지능(AI) 연구개발 전문기업 경기도,,"React Native 개발 경력 1년 이상 또는 이에 준하는 경험 - Apple 앱 스토어와 구글 플레이 스토어에 출시된 상용 앱 개발 경험 - React, React Native, Styled Components..."
https://kr.indeed.com/viewjob?jk=44555f028d57be1e,APP 개발자(react native),더트라이브 과천 과천시,,폼을 위한 React Native 모바일 앱 개발 - React 기반 프로... React 기반프로토타입웹사이트제작 자격요건 - 개발경력최소 3년이상 - 최소 1년 이상 React Native 개발 경험 또는 React 전문...
https://kr.indeed.com/viewjob?jk=812410ccbba037d9,Developer for Web Application Developmen...,SAP 4.3 서울,,"web technologies... JavaScript, Node.js, Typescript, React, jQuery, and HTML5/CSS Project experience on RESTful micro..."
https://kr.indeed.com/viewjob?jk=cef89b068de7e33c,"케이팝 팬플랫폼 웹 개발자,퍼블리셔, React-Native Front-...",라이터스 컴퍼니 인천 연수구,"월급 2,000,000원",[직무내용] -행정안전부 '지역주도형 청년일자리 사업'중 인천시에서 추진중인 '창업기업 청년일자리 지원사업'지원 참여 기업 구인 모집 공고입니다. PC/모바일 웹 서비스 퍼블리싱 (꾸준한 사용성 테스트를 통한 자사페이지(모바일...
https://kr.indeed.com/viewjob?jk=67d626ca09b630e3,NXLog리포트팀 - 웹 프로그래머,Nexon 성남 분당구,,"적인 사고와 능동적인 커뮤니케이션으로 즐겁게 일하실 분 우대사항 - 프론트엔드 프레임워크를 사용해보신 분 ( React, Angular, Vue 등) - Spring Boot 로 서비스를 개발해보신 분 - 대용량 데이터를..."
https://kr.indeed.com/viewjob?jk=eeb027369cdab361,분석 플랫폼 웹 프론트 엔지니어,Nexon 성남 분당구,,"Page Application 설계 및 개발 경험 - REST API 클라이언트 개발 경험 - Vue, React, Angular 등의 프레임워크 프로젝트 경험 기타사항 - 서류 접수 이후 4주 이내로 결과를 알려 드립..."
https://kr.indeed.com/viewjob?jk=dbd3704af29eb465,모바일 앱 개발 (대리~과장급) 식품대기업 지주사 new,식품대기업 지주사 서울특별시,,"구글 Play Store / App Store 앱등록, 업데이트 및 앱 배포 경험 보유자 4) 우대사항: - React Native, RxSwift, Kotlin, Morpheus 경험자 4. 기타사항 1) 고용형태: 정규..."
https://kr.indeed.com/viewjob?jk=57aa1b90d7626f69,[개발]신사업 프론트 개발자(정규직),위메프 2.3 대한민국,,"원더페이, 원더쇼핑 등 신사업 프론트 개발 [자격사항] - 관련 경력 3년 이상 - Vue.js, React, AngularJS, JQuery 등으로 Front End 개발경험 필수 - 성장을 추구하는 개발자 - 웹..."
https://kr.indeed.com/viewjob?jk=8d0b3a79363b5a69,Business Analyst (Search and Discovery A...,Coupang 3.1 서울,,"starter who takes ownership and has the ability to think and react quickly in a high-energy, fast-paced environment * Strong..."
https://kr.indeed.com/viewjob?jk=2a294a38a48a32ee,AI서비스팀 웹프론트엔드 개발자,카카오 4.2 성남 판교역,,"대한 이해 jQuery, Bootstrap 경험자 긍정적이며 자기 주도적인 성장이 가능한 분 우대사항 React/Angular/VueJs 등 프레임워크 이용 서비스 개발 경험 TypeScript 경험자 우대 ※ 카카오..."
https://kr.indeed.com/viewjob?jk=eec038ed3cea682b,통신서비스 웹플랫폼 개발자 국내최대 모바일 플랫폼 대기업 계열사,국내최대 모바일 플랫폼 대기업 계열사 서울특별시,,"AWS 서비스)에 대한 이해 - 풍부한 CI/CD 경험 - Frontend 경험자 (Web Front - React, Angular.js / App Front - iOS, Android) 4. 기타사항 1) 고용형태: 정규..."
https://kr.indeed.com/viewjob?jk=098ed2a68970da1f,CNN Junior Engineer (Contractor),聯發科技 경기도 성남,,customer requirement till achieving project successful - React to RD/Customer needs coupled with superior problem solving...
https://kr.indeed.com/viewjob?jk=9ba2af0dadae83c3,프론트엔드 웹 개발자,펄핏 서울 강남구,,"자격요건(필수), 어떤 조건이 필요한가요? 기본적인 자료구조, 알고리즘 및 컴퓨터 사이언스에 대한 이해 React, Angular 등의 frontend framework 사용 경험 (+자유자재로 다룬다) Webpack 등의..."
https://kr.indeed.com/viewjob?jk=201de59d2a80ffed,네이버 지도 프론트엔드 개발 경력사원,네이버 대한민국,,"이상 - Javascript 에 대한 전문적인 개발 역량과 HTML/CSS 에 대한 이해가 있으신 분 - React, Angular, Vue 중 1 개 이상의 프레임워크 환경 실무 경험이 있고 이해가 높으신 분 [우대사..."
https://kr.indeed.com/viewjob?jk=2aa898393deb8097,Mobile App Engineer (React Native/React),Soomgo 서울 강남구,,숨고의 모바일 앱 엔지니어 ( React Native / React)는 숨고의 안드로... iOS/Android 어플리케이션 개발 • 1년 이상의 React Native / React.js 실무 개발경험이 있는 분 • 성능 최적화에 대해...
https://kr.indeed.com/viewjob?jk=9eed3fde33bc2641,[비즈정보플랫폼] 글로벌 비즈 서비스 웹/프론트엔드 개발자(Full St...,네이버 대한민국,,"개발 및 운영 - 글로벌 서비스 개발 및 운영 - 글로벌 여행 비즈니스 개발 및 운영 [자격요건 ] - React, TypeScript, Koa, DBMS 등을 사용하여 Node 기반 웹 개발 경험을 보유하신 분 - 데이터..."
https://kr.indeed.com/viewjob?jk=f0c61e659e288a89,LINE TV 개발 경력사원,네이버 대한민국,,운영 및 개발 경험자 - 웹 프로토콜 및 인프라에 대한 이해를 보유하신 분 - TypeScript / React / Webpack 을 이용한 프로젝트 실무 개발 경험자 LINE TV Android 개발 [역할] - LINE...
https://kr.indeed.com/viewjob?jk=7db25ada717266e0,[Search&Clova] Clova AI AiCall 개발자 경력사원,네이버 대한민국,,"있는 분 우대사항 - SW 개발 및 ML 개발을 통해 새로운 서비스 가치를 만드는 데 관심이 있는 분 - react, vue 등 single page application 개발 경험 있는 분 - Transformer 등..."
https://kr.indeed.com/viewjob?jk=1893488bccf5418e,Analytics 프론트엔드 개발 경력사원,네이버 대한민국,,"를 이해하고 사용가능하신 분 [우대사항] - ES6(ES2015) 이상의 스펙 사용 가능하신 분 - React, Redux, MobX 사용 가능하신 분 - Webpack/Babel 을 이용한 빌드 환경 구축이 가능하신..."
https://kr.indeed.com/viewjob?jk=1c28d5f760a32877,모바일앱(Front-end) 개발자 인공지능 연구개발 전문기업,인공지능 연구개발 전문기업 경기도,,"React Native 개발 경력 1년 이상 또는 이에 준하는 경험 - Apple 앱 스토어와 구글 플레이 스토어에 출시된 상용 앱 개발 경험 - React, React Native, Styled Components..."
https://kr.indeed.com/viewjob?jk=3c234ec68b0fa85d,웹개발자 경력 정규직(병역특례),에이치에너지 서울 강남구,,"사항: 경력(3년 이상 5년 이하) 학력사항: 석사졸업 또는 학사 4급 보충역 [자격요건] * Vue, React, Angular 중 하나 이상을 능숙하게 활용하며 각 프레임워크의 상용 컴포넌트 활용 경력자... 웹..."
https://kr.indeed.com/viewjob?jk=2da12b855d6ff276,"관리의 혁신, 펠로워즈 개발자",펠로워즈 서울 강남구,,"인원 [담당업무] - React + Typescript 기반의 웹 프론트 개발 - 더 나은 사용성과 성능을 위한 개선 [자격요건] 경력사항: 신입, 경력(연차무관) 학력사항: 학력무관 - React 기반 웹 개발 경험 2년..."
https://kr.indeed.com/viewjob?jk=0184fd84022533a6,Datacenter Engineer,Oracle 3.8 서울,,"performance trend analysis and manage the server/network capacity. React to potential problems using automation, scheduling..."
https://kr.indeed.com/viewjob?jk=cfe4527675578d95,"React, NodeJS , Front-end , Back-end , F...",RS 기획 서울 연희동,,"core projects on NodeJS, MongoDB, React , React Native program languages. Our main... JavaScript, React Native/ React JS..."
https://kr.indeed.com/viewjob?jk=a622ee12817338d0,[NHN SERVICE] UI마크업 개발자,엔에이치엔서비스 성남 분당구,,극적이고 책임감 있는 자 [우대사항] - 다양한 디바이스 크로스 브라우징 기술력을 보유한 자 - vuejs/ react/bootstrap 등 최신 FE 환경에 대한 마크업 경험자 - javascript 활용 가능자 0 명 근무...
